,uri,nome,idLegislaturaInicial,idLegislaturaFinal,nomeCivil,siglaSexo,urlRedeSocial,urlWebsite,dataNascimento,dataFalecimento,ufNascimento,municipioNascimento
2923,https://dadosabertos.camara.leg.br/api/v2/deputados/73552,MICHEL TEMER,48,53,MICHEL MIGUEL ELIAS TEMER LULIA,M,[],[],1940-09-23,,SP,Tietê
2924,https://dadosabertos.camara.leg.br/api/v2/deputados/73553,NELSON MARQUEZELLI,49,55,NELSON MARQUEZELLI,M,[],[],1941-10-29,,SP,Pirassununga
2925,https://dadosabertos.camara.leg.br/api/v2/deputados/73554,DE VELASCO,50,51,PAULO CÉSAR MARQUES DE VELASCO,M,[],[],1937-02-10,,MG,Curvelo
2926,https://dadosabertos.camara.leg.br/api/v2/deputados/73555,PAULO LIMA,49,53,PAULO CÉSAR DE OLIVEIRA LIMA,M,[],[],1963-02-09,,SP,Presidente Prudente
2927,https://dadosabertos.camara.leg.br/api/v2/deputados/73556,REGIS DE OLIVEIRA,50,53,REGIS FERNANDES DE OLIVEIRA,M,[],[],1944-09-19,,SP,Monte Aprazível
2929,https://dadosabertos.camara.leg.br/api/v2/deputados/73558,ROBSON TUMA,49,53,ROBSON TUMA,M,[],[],1968-09-05,,SP,São Paulo
2930,https://dadosabertos.camara.leg.br/api/v2/deputados/73559,SALVADOR ZIMBALDI,50,54,SALVADOR ZIMBALDI FILHO,M,[],[],1955-06-05,,SP,Campinas
2931,https://dadosabertos.camara.leg.br/api/v2/deputados/73560,SILVIO TORRES,50,55,SILVIO FRANÇA TORRES,M,[],['www.silviotorres.com.br'],1946-06-01,,SP,São José do Rio Pardo
2932,https://dadosabertos.camara.leg.br/api/v2/deputados/73561,TELMA DE SOUZA,50,53,TELMA SANDRA AUGUSTO DE SOUZA,F,[],[],1944-09-29,,SP,Santos
2933,https://dadosabertos.camara.leg.br/api/v2/deputados/73562,TUGA ANGERAMI,49,50,José Gualberto Tuga Martins Angerami,M,[],[],1950-04-17,,SP,Mococa
2934,https://dadosabertos.camara.leg.br/api/v2/deputados/73563,USHITARO KAMIA,50,50,Ushitaro Kamia,M,[],[],1946-07-01,,SP,São Paulo
2935,https://dadosabertos.camara.leg.br/api/v2/deputados/73564,VADÃO GOMES,49,53,ETIVALDO VADÃO GOMES,M,[],[],1957-04-19,,SP,Populina
2936,https://dadosabertos.camara.leg.br/api/v2/deputados/73565,VALDEMAR COSTA NETO,49,54,VALDEMAR COSTA NETO,M,[],[],1949-08-11,,SP,São Paulo
2937,https://dadosabertos.camara.leg.br/api/v2/deputados/73566,VICENTE CASCIONE,50,52,VICENTE FERNANDES CASCIONE,M,[],[],1942-07-14,,SP,Santos
2938,https://dadosabertos.camara.leg.br/api/v2/deputados/73567,WAGNER ROSSI,49,51,WAGNER GONÇALVES ROSSI,M,[],[],1943-01-27,,SP,São Paulo
2939,https://dadosabertos.camara.leg.br/api/v2/deputados/73568,CELSO JACOB,51,55,CELSO ALENCAR RAMOS JACOB,M,[],[],1957-01-19,,RJ,Três Rios
2940,https://dadosabertos.camara.leg.br/api/v2/deputados/73569,JORGE PINHEIRO,51,54,JORGE DOS REIS PINHEIRO,M,[],[],1966-10-12,,MG,Juiz de Fora
2941,https://dadosabertos.camara.leg.br/api/v2/deputados/73570,IVANIO GUERRA,49,51,IVÂNIO FUMEGALI GUERRA,M,[],[],1940-03-31,,RS,Soledade
2942,https://dadosabertos.camara.leg.br/api/v2/deputados/73571,OSVALDO SOBRINHO,48,51,OSVALDO ROBERTO SOBRINHO,M,[],[],1949-01-08,,SP,Pirapozinho
2943,https://dadosabertos.camara.leg.br/api/v2/deputados/73572,JOÃO MAGNO,51,52,JOÃO MAGNO DE MOURA,M,[],[],1960-08-05,,MG,São Geraldo da Piedade
2944,https://dadosabertos.camara.leg.br/api/v2/deputados/73573,YVONILTON GONÇALVES,51,51,YVONILTON BORGES GONÇALVES,M,[],[],1958-06-22,,BA,Salvador
2945,https://dadosabertos.camara.leg.br/api/v2/deputados/73574,REGINALDO GERMANO,51,52,REGINALDO DA SILVA GERMANO,M,[],[],1954-09-21,,RJ,Rio de Janeiro
2946,https://dadosabertos.camara.leg.br/api/v2/deputados/73575,JOEL DE HOLLANDA,51,52,JOEL DE HOLLANDA CORDEIRO,M,[],[],1943-04-01,,PE,Arcoverde
2947,https://dadosabertos.camara.leg.br/api/v2/deputados/73576,PAULO DE ALMEIDA,49,51,PAULO CARDOSO DE ALMEIDA,M,[],[],1950-07-12,,RJ,Rio de Janeiro
2948,https://dadosabertos.camara.leg.br/api/v2/deputados/73577,TARCÍSIO ZIMMERMANN,51,53,TARCISIO JOÃO ZIMERMMANN,M,[],[],1954-07-24,,RS,Santo Cristo
2949,https://dadosabertos.camara.leg.br/api/v2/deputados/73578,RICARDO MARANHÃO,51,51,RICARDO MOURA DE ALBUQUERQUE MARANHÃO,M,[],[],1943-11-25,,PE,Recife
2950,https://dadosabertos.camara.leg.br/api/v2/deputados/73579,ALBERTO FRAGA,51,55,JOÃO ALBERTO FRAGA SILVA,M,[],[],1956-06-02,,SE,Estância
2954,https://dadosabertos.camara.leg.br/api/v2/deputados/73583,CARLOS CURY,51,51,CARLOS JORGE CURY MANSILLA,M,[],[],1957-06-02,,RO,Costa Marques
2955,https://dadosabertos.camara.leg.br/api/v2/deputados/73584,ANTONIO CARLOS MENDES THAME,48,55,ANTONIO CARLOS DE MENDES THAME,M,[],[],1946-06-13,,SP,Piracicaba
2956,https://dadosabertos.camara.leg.br/api/v2/deputados/73585,CLOVIS VOLPI,51,51,CLOVIS VOLPI,M,[],[],1948-02-20,,SP,Rancharia
2957,https://dadosabertos.camara.leg.br/api/v2/deputados/73586,Júlio Delgado,51,56,JÚLIO CÉSAR DELGADO,M,"['depjuliodelgado', ' depjuliodelgado', ' depjuliodelgado', ' depjuliodelgado']",[],1966-11-18,,MG,Juiz de Fora
2958,https://dadosabertos.camara.leg.br/api/v2/deputados/73587,JOSÉ ALEKSANDRO,51,51,JOSÉ ALEKSANDRO DA SILVA,M,[],[],1965-07-06,,CE,Pereiro
2959,https://dadosabertos.camara.leg.br/api/v2/deputados/73588,MAURO BENEVIDES,51,55,CARLOS MAURO CABRAL BENEVIDES,M,[],[],1930-03-21,,CE,Fortaleza
2960,https://dadosabertos.camara.leg.br/api/v2/deputados/73589,ANTÔNIO JOSÉ MOTA,51,51,ANTONIO JOSÉ PORTO MOTA,M,[],[],1967-06-11,,CE,Fortaleza
2961,https://dadosabertos.camara.leg.br/api/v2/deputados/73590,JOAQUIM BRITO,51,51,JOAQUIM ANTONIO DE CARVALHO BRITO,M,[],[],1955-03-04,,PE,Pesqueira
2962,https://dadosabertos.camara.leg.br/api/v2/deputados/73591,RENATO SILVA,51,51,RENATO DA SILVA,M,[],[],1951-02-26,,SC,Rio do Sul
2963,https://dadosabertos.camara.leg.br/api/v2/deputados/73592,KÁTIA ABREU,51,52,KÁTIA REGINA DE ABREU,F,[],[],1962-02-02,,GO,Goiânia
2964,https://dadosabertos.camara.leg.br/api/v2/deputados/73593,RAINEL BARBOSA,51,51,RAINEL BARBOSA ARAÚJO,M,[],[],1961-06-04,,TO,Porto Nacional
2965,https://dadosabertos.camara.leg.br/api/v2/deputados/73594,NILMAR RUIZ,51,54,NILMAR GAVINO RUIZ,F,[],[],1956-02-05,,RJ,Rio de Janeiro
2966,https://dadosabertos.camara.leg.br/api/v2/deputados/73595,CHICO SARDELLI,51,52,FRANCISCO ANTONIO SARDELLI,M,[],[],1956-06-26,,SP,Americana
2967,https://dadosabertos.camara.leg.br/api/v2/deputados/73596,SAULO COELHO,48,51,SAULO LEVINDO COELHO,M,[],[],1949-09-29,,MG,Belo Horizonte
2968,https://dadosabertos.camara.leg.br/api/v2/deputados/73597,FRANCISCO SOUSA,51,51,FRANCISCO RODRIGUES DE SOUSA,M,[],[],1954-07-09,,MA,Timon
2969,https://dadosabertos.camara.leg.br/api/v2/deputados/73598,WILSON CUNHA,49,51,WILSON JOSE DA CUNHA,M,[],[],1937-10-15,,MG,Porteirinha
2970,https://dadosabertos.camara.leg.br/api/v2/deputados/73599,EDIR OLIVEIRA,51,53,EDIR PEDRO DE OLIVEIRA,M,[],[],1950-02-03,,RS,Rolante
2971,https://dadosabertos.camara.leg.br/api/v2/deputados/73600,JOSÉ MAGALHÃES,51,51,JOSÉ DOMINGOS DE MAGALHÃES,M,[],[],1948-08-15,,MT,Cuiabá
2972,https://dadosabertos.camara.leg.br/api/v2/deputados/73601,MOACIR PIOVESAN,51,51,MOACIR PIOVESAN,M,[],[],1936-11-15,,PR,São José dos Pinhais
2973,https://dadosabertos.camara.leg.br/api/v2/deputados/73602,MANOEL VITÓRIO,51,51,MANOEL DO CARMO VITÓRIO,M,[],[],1956-12-07,,MS,Corumbá
2974,https://dadosabertos.camara.leg.br/api/v2/deputados/73603,ORLANDO FANTAZZINI,51,52,ORLANDO FANTAZZINI NETO,M,[],[],1958-09-14,,SP,Guarulhos
2975,https://dadosabertos.camara.leg.br/api/v2/deputados/73604,Rui Falcão,51,56,RUI GOETHE DA COSTA FALCÃO,M,[],[],1943-11-26,,MG,Pitangui
2976,https://dadosabertos.camara.leg.br/api/v2/deputados/73612,PAULO RATTES,46,53,PAULO JOSÉ ALVES RATTES,M,[],[],1933-12-21,,RJ,Petrópolis
2977,https://dadosabertos.camara.leg.br/api/v2/deputados/73630,JULIO CABRAL,49,49,Antonio Julio Bernardo Cabral,M,[],[],1954-03-16,,AM,Manaus
2978,https://dadosabertos.camara.leg.br/api/v2/deputados/73631,ANTONIO BÁRBARA,49,49,Antonio Paula de Souza da Bárbara,M,[],[],1934-07-02,,,
2979,https://dadosabertos.camara.leg.br/api/v2/deputados/73634,AVELINO COSTA,49,49,Avelino Costa,M,[],[],1934-06-22,,,
2980,https://dadosabertos.camara.leg.br/api/v2/deputados/73635,PINGA FOGO DE OLIVEIRA,49,49,Benedito Cláudio Pinga Fogo de Oliveira,M,[],[],1951-06-20,,MG,Monte Santo de Minas
2981,https://dadosabertos.camara.leg.br/api/v2/deputados/73637,CARLOS KAYATH,49,49,CARLOS JEHÁ KAYATH,M,[],[],1959-10-17,,PA,Belém
2982,https://dadosabertos.camara.leg.br/api/v2/deputados/73638,CARLOS LUPI,49,49,Carlos Roberto Lupi,M,[],[],1960-03-26,,SP,Campinas
2983,https://dadosabertos.camara.leg.br/api/v2/deputados/73639,CARLOS ROBERTO MASSA,49,49,Carlos Roberto Massa,M,[],[],1956-02-15,,SP,Águas de Lindóia
2984,https://dadosabertos.camara.leg.br/api/v2/deputados/73640,CARLOS SCARPELINI,46,49,Carlos Roberto Scarpelini,M,[],[],1952-01-31,,PR,Apucarana
2985,https://dadosabertos.camara.leg.br/api/v2/deputados/73641,CARLOS AZAMBUJA,49,49,Carlos Sá Azambuja,M,[],[],1938-04-24,,RS,Bagé
2986,https://dadosabertos.camara.leg.br/api/v2/deputados/73643,WAGNER SALUSTIANO,50,51,WAGNER AMARAL SALUSTIANO,M,[],[],1955-06-27,,SP,São Paulo
2987,https://dadosabertos.camara.leg.br/api/v2/deputados/73644,WELSON GASPARINI,50,50,WELSON GASPARINI,M,[],[],1936-12-01,,SP,Batatais
2988,https://dadosabertos.camara.leg.br/api/v2/deputados/73645,ZULAIÊ COBRA,50,52,ZULAIÊ COBRA RIBEIRO,F,[],[],1943-11-18,,SP,São José do Rio Pardo
2989,https://dadosabertos.camara.leg.br/api/v2/deputados/73646,ANTÔNIO JOAQUIM,50,51,ANTONIO JOAQUIM MORAES RODRIGUES NETO,M,[],[],1956-01-01,,GO,Goiânia
2990,https://dadosabertos.camara.leg.br/api/v2/deputados/73647,AUGUSTINHO FREITAS,49,50,AUGUSTINHO FREITAS MARTINS,M,[],[],1959-11-04,,MS,Aparecida do Taboado
2991,https://dadosabertos.camara.leg.br/api/v2/deputados/73648,GILNEY VIANA,50,50,Gilney Amorim Viana,M,[],[],1945-08-12,,MG,Crisólita
2992,https://dadosabertos.camara.leg.br/api/v2/deputados/73649,ROBERTO FRANÇA,50,50,Roberto França Auad,M,[],[],1948-10-02,,MT,Cuiabá
2993,https://dadosabertos.camara.leg.br/api/v2/deputados/73650,RODRIGUES PALMA,48,50,MANOEL ANTONIO RODRIGUES PALMA,M,[],[],1943-08-21,,MT,Cuiabá
2994,https://dadosabertos.camara.leg.br/api/v2/deputados/73651,ROGERIO SILVA,50,53,ROGERIO LUCIO SOARES DA SILVA,M,[],[],1954-11-22,,MG,Ubá
2995,https://dadosabertos.camara.leg.br/api/v2/deputados/73652,TETÉ BEZERRA,50,52,APARECIDA MARIA BORGES BEZERRA,F,[],[],1957-07-20,,SP,Pirajuí
2996,https://dadosabertos.camara.leg.br/api/v2/deputados/73653,WELLINGTON FAGUNDES,49,54,WELLINGTON ANTONIO FAGUNDES,M,[],[],1957-06-01,,MT,Rondonópolis
2997,https://dadosabertos.camara.leg.br/api/v2/deputados/73654,AGNELO QUEIROZ,50,52,AGNELO SANTOS QUEIROZ FILHO,M,[],[],1958-11-09,,BA,Itapetinga
2998,https://dadosabertos.camara.leg.br/api/v2/deputados/73655,AUGUSTO CARVALHO,48,55,AUGUSTO SILVEIRA DE CARVALHO,M,[],[],1953-07-27,,MG,Patos de Minas
2999,https://dadosabertos.camara.leg.br/api/v2/deputados/73656,BENEDITO DOMINGOS,49,50,Benedito Augusto Domingos,M,[],[],1934-06-23,,MG,São Sebastião do Paraíso
3000,https://dadosabertos.camara.leg.br/api/v2/deputados/73657,CHICO VIGILANTE,49,50,Francisco Domingos dos Santos,M,[],[],1954-09-08,,MA,Vitorino Freire
3002,https://dadosabertos.camara.leg.br/api/v2/deputados/73659,MARIA LAURA,49,51,MARIA LAURA SALES PINHEIRO,F,[],[],1941-08-20,,CE,Jaguaribe
3004,https://dadosabertos.camara.leg.br/api/v2/deputados/73661,WIGBERTO TARTUCE,50,51,WIGBERTO FERREIRA TARTUCE,M,[],[],1947-03-16,,GO,Rio Verde
3005,https://dadosabertos.camara.leg.br/api/v2/deputados/73662,ALDO ARANTES,47,51,ALDO SILVA ARANTES,M,[],[],1938-12-20,,GO,Anápolis
3006,https://dadosabertos.camara.leg.br/api/v2/deputados/73663,BARBOSA NETO,50,52,SEBASTIÃO AUGUSTO BARBOSA NETO,M,[],[],1964-02-03,,GO,Goiânia
3008,https://dadosabertos.camara.leg.br/api/v2/deputados/73665,JOSIAS GONZAGA,50,50,Josias Gonzaga Cardoso,M,[],[],1953-09-24,,GO,
3009,https://dadosabertos.camara.leg.br/api/v2/deputados/73666,JOVAIR ARANTES,50,55,JOVAIR DE OLIVEIRA ARANTES,M,[],[],1951-06-04,,GO,Buriti Alegre
3010,https://dadosabertos.camara.leg.br/api/v2/deputados/73667,LÍDIA QUINAN,50,51,LYDIA ARAÚJO QUINAN,F,[],[],1937-07-16,,SP,Campinas
3011,https://dadosabertos.camara.leg.br/api/v2/deputados/73668,MARCONI PERILLO,50,50,Marconi Ferreira Perillo Júnior,M,[],[],1963-03-07,,GO,Palmeiras de Goiás
3012,https://dadosabertos.camara.leg.br/api/v2/deputados/73669,MARIA VALADÃO,49,50,MARIA BAHIA PEIXOTO VALADÃO,F,[],[],1931-08-19,,GO,Anicuns
3013,https://dadosabertos.camara.leg.br/api/v2/deputados/73670,ORCINO GONÇALVES,50,50,Orcino Gonçalves da Silva,M,[],[],1939-06-03,,MG,Frutal
3014,https://dadosabertos.camara.leg.br/api/v2/deputados/73671,PEDRINHO ABRÃO,49,50,Pedro Abrão Júnior,M,[],[],1958-07-22,,GO,Goiânia
3015,https://dadosabertos.camara.leg.br/api/v2/deputados/73672,PEDRO CANEDO,48,52,PEDRO CHAVES CANEDO,M,[],[],1949-06-20,,GO,Anápolis
3016,https://dadosabertos.camara.leg.br/api/v2/deputados/73673,PEDRO WILSON,50,53,PEDRO WILSON GUIMARÃES,M,[],[],1942-02-24,,GO,Marzagão
3017,https://dadosabertos.camara.leg.br/api/v2/deputados/73674,ROBERTO BALESTRA,48,56,ROBERTO EGÍDIO BALESTRA,M,[],[],1944-05-24,,GO,Inhumas
3019,https://dadosabertos.camara.leg.br/api/v2/deputados/73676,SANDRO MABEL,50,54,SANDRO ANTONIO SCODRO,M,[],[],1958-12-31,,SP,Ribeirão Preto
3020,https://dadosabertos.camara.leg.br/api/v2/deputados/73677,VILMAR ROCHA,49,54,VILMAR DA SILVA ROCHA,M,[],[],1951-02-14,,GO,Niquelândia
3022,https://dadosabertos.camara.leg.br/api/v2/deputados/73679,ANDRÉ PUCCINELLI,50,50,André Puccinelli,M,[],[],1948-07-02,,,
3023,https://dadosabertos.camara.leg.br/api/v2/deputados/73680,DILSO SPERAFICO,50,50,Dilso Sperafico,M,[],[],1953-08-09,,RS,Santa Rosa
3024,https://dadosabertos.camara.leg.br/api/v2/deputados/73681,ARISTON ANDRADE,51,51,ARISTON CORREIA ANDRADE,M,[],[],1942-11-09,,BA,Monte Santo
3025,https://dadosabertos.camara.leg.br/api/v2/deputados/73682,JOÃO DADO,51,54,JOÃO EDUARDO DADO LEITE DE CARVALHO,M,[],[],1954-12-16,,SP,São José do Rio Preto
3026,https://dadosabertos.camara.leg.br/api/v2/deputados/73683,ARY VANAZZI,51,52,ARY JOSÉ VANAZZI,M,[],[],1958-10-22,,SC,Coronel Freitas
3027,https://dadosabertos.camara.leg.br/api/v2/deputados/73684,ORLANDO DESCONSI,51,53,ORLANDO DESCONSI,M,[],[],1963-12-11,,RS,Horizontina
3028,https://dadosabertos.camara.leg.br/api/v2/deputados/73685,DIVALDO SURUAGY,46,51,DIVALDO SURUAGY,M,[],[],1937-03-05,,AL,
3029,https://dadosabertos.camara.leg.br/api/v2/deputados/73686,ANA CORSO,51,51,ANA MARIA CORSO,F,[],[],1958-10-15,,RS,Caxias do Sul
3030,https://dadosabertos.camara.leg.br/api/v2/deputados/73687,TÂNIA SOARES,51,51,TANIA SOARES DE SOUSA,F,[],[],1963-01-09,,SE,Estância
3031,https://dadosabertos.camara.leg.br/api/v2/deputados/73688,KINCAS MATTOS,51,51,JOAQUIM DE MATTOS SALLES,M,[],[],1934-08-24,,SP,Itaberá
3032,https://dadosabertos.camara.leg.br/api/v2/deputados/73689,CLOVIS ILGENFRITZ,51,51,CLOVIS ILGENFRITZ DA SILVA,M,[],[],1939-03-13,,RS,Ijuí
3033,https://dadosabertos.camara.leg.br/api/v2/deputados/73690,SALOMÃO GURGEL,51,51,SALOMÃO GURGEL PINHEIRO,M,[],[],1948-09-10,,RN,Janduís
3034,https://dadosabertos.camara.leg.br/api/v2/deputados/73691,HAROLDO BEZERRA,51,51,HAROLDO COSTA BEZERRA,M,[],[],1946-09-30,,AP,Mazagão
3035,https://dadosabertos.camara.leg.br/api/v2/deputados/73692,Osmar Terra,51,56,OSMAR GASPARINI TERRA,M,"['OsmarTerra', ' terra.osmar', ' DeputadoOsmarTerra', ' UCZdKvhFxyXQm-JmyvHUYojA']",[],1950-02-18,,RS,Porto Alegre
3036,https://dadosabertos.camara.leg.br/api/v2/deputados/73693,REINALDO GRIPP,51,52,REINALDO GRIPP LOPES,M,[],[],1952-02-11,,RJ,Nilópolis
3037,https://dadosabertos.camara.leg.br/api/v2/deputados/73694,AGOSTINHO VALENTE,49,49,Agostinho César Valente,M,[],[],1948-08-28,,MG,Alvorada
3038,https://dadosabertos.camara.leg.br/api/v2/deputados/73695,ALBERTO HADDAD,49,49,Alberto Felipe Haddad Filho,M,[],[],1956-05-10,,MA,São Luís
3039,https://dadosabertos.camara.leg.br/api/v2/deputados/73696,Angela Amin,49,56,ANGELA REGINA HEINZEN AMIN HELOU,F,"['@DeputadaAngela', ' @AngelaAmin11', ' angelaaminoficial']",[],1953-12-20,,SC,Indaial
3040,https://dadosabertos.camara.leg.br/api/v2/deputados/73697,ANTONIO HOLANDA,49,49,Antonio Holanda Costa,M,[],[],1948-01-10,,AL,União dos Palmares
3041,https://dadosabertos.camara.leg.br/api/v2/deputados/73698,ARMANDO VIOLA,49,49,Armando Batista Viola,M,[],[],1943-04-29,,ES,Baixo Guandu
3042,https://dadosabertos.camara.leg.br/api/v2/deputados/73699,AROLDO GÓES,49,49,Aroldo da Graça Souza Góes,M,[],[],1948-05-17,,PA,Almeirim
3043,https://dadosabertos.camara.leg.br/api/v2/deputados/73700,AVENIR ROSA,49,49,AVENIR ANGELO ROSA FILHO,M,[],[],1952-04-20,,SP,Pompéia
3044,https://dadosabertos.camara.leg.br/api/v2/deputados/73701,Benedita da Silva,48,56,BENEDITA SOUZA DA SILVA SAMPAIO,F,[],[],1942-04-26,,RJ,Rio de Janeiro
3045,https://dadosabertos.camara.leg.br/api/v2/deputados/73702,CARLOS BENEVIDES,48,49,Carlos Eduardo Benevides Neto,M,[],[],1956-06-22,,CE,Fortaleza
3046,https://dadosabertos.camara.leg.br/api/v2/deputados/73703,DANIEL SILVA,49,49,Daniel Silva Alves,M,[],[],1957-01-15,,MA,Santa Inês
3047,https://dadosabertos.camara.leg.br/api/v2/deputados/73704,DERVAL DE PAIVA,49,52,DERVAL BATISTA DE PAIVA,M,[],[],1942-06-24,,GO,Cumari
3048,https://dadosabertos.camara.leg.br/api/v2/deputados/73705,EDI SILIPRANDI,49,49,EDI SILIPRANDI,M,[],[],1933-11-17,,RS,Constantina
3050,https://dadosabertos.camara.leg.br/api/v2/deputados/73707,GUSTAVO KRAUSE,49,49,Gustavo Krause Gonçalves Sobrinho,M,[],[],1946-06-19,,PE,Vitória de Santo Antão
3052,https://dadosabertos.camara.leg.br/api/v2/deputados/73709,IVAN BURITY,49,49,Ivan Burity de Almeida,M,[],[],1962-02-03,,PB,João Pessoa
3054,https://dadosabertos.camara.leg.br/api/v2/deputados/73711,JOSÉ ABRÃO,49,49,José Abrão,M,[],[],1945-03-31,,SP,Cabrália Paulista
3055,https://dadosabertos.camara.leg.br/api/v2/deputados/73712,EVERALDO DE OLIVEIRA,49,49,José Everaldo de Oliveira,M,[],[],1958-09-14,,SE,Poço Verde
3056,https://dadosabertos.camara.leg.br/api/v2/deputados/73713,ZUCA MOREIRA,49,49,José Zuca Moreira Lustosa,M,[],[],1935-09-07,,PB,Cajazeiras
3057,https://dadosabertos.camara.leg.br/api/v2/deputados/73714,JOSÉ REINALDO,49,55,José Reinaldo Carneiro Tavares,M,[],[],1939-03-19,,MA,São Luís
3058,https://dadosabertos.camara.leg.br/api/v2/deputados/73715,JOSÉ FELINTO,49,49,José Severino Silva Felinto,M,[],[],1952-07-12,,SE,Aracaju
3059,https://dadosabertos.camara.leg.br/api/v2/deputados/73716,LEOMAR QUINTANILHA,48,54,LEOMAR DE MELO QUINTANILHA,M,[],[],1945-10-23,,GO,Goiânia
3060,https://dadosabertos.camara.leg.br/api/v2/deputados/73717,LUIZ PONTES,49,49,Luiz Alberto Vidal Pontes,M,[],[],1956-01-22,,CE,Fortaleza
3062,https://dadosabertos.camara.leg.br/api/v2/deputados/73719,MARCO PENAFORTE,49,49,Marco Antonio de Holanda Penaforte,M,[],[],1948-07-04,,CE,Fortaleza
3063,https://dadosabertos.camara.leg.br/api/v2/deputados/73720,CESAR SOUZA,49,55,César Antonio de Souza,M,[],[],1957-11-08,,SC,Rio do Sul
3065,https://dadosabertos.camara.leg.br/api/v2/deputados/73722,DELCINO TAVARES,49,49,Delcino Tavares da Silva,M,[],[],1942-02-19,,PR,Mangueirinha
3066,https://dadosabertos.camara.leg.br/api/v2/deputados/73724,EDÉSIO PASSOS,49,49,Edésio Franco Passos,M,[],[],1939-04-04,,PR,Tomazina
3067,https://dadosabertos.camara.leg.br/api/v2/deputados/73725,EDEVALDO ALVES DA SILVA,49,49,Edevaldo Alves da Silva,M,[],[],1930-04-20,,SP,Cosmópolis
3068,https://dadosabertos.camara.leg.br/api/v2/deputados/73726,EDISON FIDELIS,49,49,Edison Fidelis de Souza,M,[],[],1951-11-06,,PR,Apucarana
3069,https://dadosabertos.camara.leg.br/api/v2/deputados/73727,EDUARDO MATIAS,49,49,Eduardo Costa Matias da Paz,M,[],[],1952-10-31,,MA,Igarapé Grande
3070,https://dadosabertos.camara.leg.br/api/v2/deputados/73729,ERNESTO GRADELLA,48,49,Ernesto Gradella Neto,M,[],[],1954-07-22,,SP,Ribeirão Preto
3072,https://dadosabertos.camara.leg.br/api/v2/deputados/73732,FERNANDO FREIRE,49,49,Fernando Antonio da Câmara Freire,M,[],[],1954-03-22,,PE,Recife
3073,https://dadosabertos.camara.leg.br/api/v2/deputados/73738,HALEY MARGON,49,49,Haley Margon Vaz,M,[],[],1930-03-28,,GO,Catalão
3074,https://dadosabertos.camara.leg.br/api/v2/deputados/73739,HEITOR FRANCO,49,49,Heitor Franco de Oliveira,M,[],[],1930-10-09,,SP,Aguaí
3075,https://dadosabertos.camara.leg.br/api/v2/deputados/73740,HERMÍNIO CALVINHO,49,49,Hermínio Calvinho Filho,M,[],[],1939-01-06,,PA,Belém
3077,https://dadosabertos.camara.leg.br/api/v2/deputados/73742,JABES RIBEIRO,49,49,Jabes Souza Ribeiro,M,[],[],1952-03-14,,BA,Itabuna
3078,https://dadosabertos.camara.leg.br/api/v2/deputados/73744,JOÃO TEIXEIRA,49,49,João Batista Teixeira Santos,M,[],[],1956-05-05,,MG,Montes Claros
3079,https://dadosabertos.camara.leg.br/api/v2/deputados/73747,JONI VARISCO,49,49,Joni Paulo Varisco,M,[],[],1955-05-26,,PR,Cascavel
3080,https://dadosabertos.camara.leg.br/api/v2/deputados/73749,JOSÉ BELATO,49,49,José Adamo Belato,M,[],[],1946-10-25,,MG,Monsenhor Paulo
3081,https://dadosabertos.camara.leg.br/api/v2/deputados/73751,JOSÉ CICOTE,49,49,José Cicote,M,[],[],1937-11-29,,SP,Poloni
3082,https://dadosabertos.camara.leg.br/api/v2/deputados/73754,LIBERATO CABOCLO,49,49,JOSE LIBERATO FERREIRA CABOCLO,M,[],[],1938-03-14,,RJ,Rio de Janeiro
3083,https://dadosabertos.camara.leg.br/api/v2/deputados/73755,SÉRGIO MACHADO,49,49,José Sérgio de Oliveira Machado,M,[],[],1946-12-18,,CE,Fortaleza
3084,https://dadosabertos.camara.leg.br/api/v2/deputados/73756,JOSÉ VICENTE BRIZOLA,49,49,José Vicente Goulart Brizola,M,[],[],1951-04-26,,RS,Porto Alegre
3085,https://dadosabertos.camara.leg.br/api/v2/deputados/73757,JUNOT ABI-RAMIA,49,49,Junot Abi-ramia Antonio,M,[],[],1932-09-01,,RJ,Rio de Janeiro
3087,https://dadosabertos.camara.leg.br/api/v2/deputados/73759,MARILU GUIMARÃES,49,50,Marilu Segatto Guimarães,F,[],[],1951-10-15,,MS,Campo Grande
3088,https://dadosabertos.camara.leg.br/api/v2/deputados/73760,MARISA SERRANO,50,51,MARISA JOAQUINA MONTEIRO SERRANO,F,[],[],1947-06-21,,MS,Bela Vista
3090,https://dadosabertos.camara.leg.br/api/v2/deputados/73762,OSCAR GOLDONI,50,50,OSCAR GOLDONI,M,[],[],1949-08-03,,RS,Anta Gorda
3091,https://dadosabertos.camara.leg.br/api/v2/deputados/73763,SAULO QUEIROZ,47,50,SAULO GARCIA QUEIRÓZ,M,[],[],1939-06-22,,SP,Guaíra
3092,https://dadosabertos.camara.leg.br/api/v2/deputados/73764,ABELARDO LUPION,49,54,ABELARDO LUIZ LUPION MELLO,M,[],[],1952-08-25,,PR,Curitiba
3095,https://dadosabertos.camara.leg.br/api/v2/deputados/73767,BASÍLIO VILLANI,48,51,BASÍLIO VILLANI,M,[],[],1940-09-03,,SP,Bauru
3096,https://dadosabertos.camara.leg.br/api/v2/deputados/73768,DILCEU SPERAFICO,50,55,DILCEU JOÃO SPERAFICO,M,[],[],1948-01-26,,RS,Santa Rosa
